name,version,platform,vdpx,framework_version,python_version,min_vam_version
guidant.accuload,1.1.1,linux_x86_64,guidant.accuload-1.1.1-linux_x86_64._vdpx,2.7.5,3.9,1.38
hirschmann.eagle,1.1.10,win_amd64,hirschmann.eagle-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
hirschmann.eagle,1.1.10,linux_x86_64,hirschmann.eagle-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
hirschmann.mach100,1.1.11,win_amd64,hirschmann.mach100-1.1.11-win_amd64._vdpx,2.7.5,3.9,1.38
hirschmann.mach100,1.1.11,linux_x86_64,hirschmann.mach100-1.1.11-linux_x86_64._vdpx,2.7.5,3.9,1.38
hirschmann.railswitch.snmp,1.1.12,linux_x86_64,hirschmann.railswitch.snmp-1.1.12-linux_x86_64._vdpx,2.7.5,3.9,1.38
hirschmann.railswitch.snmp,1.1.12,win_amd64,hirschmann.railswitch.snmp-1.1.12-win_amd64._vdpx,2.7.5,3.9,1.38
hirschmann.railswitch.ssh_telnet,1.1.16,linux_x86_64,hirschmann.railswitch.ssh_telnet-1.1.16-linux_x86_64._vdpx,2.7.8,3.9,1.38
hirschmann.railswitch.ssh_telnet,1.1.16,win_amd64,hirschmann.railswitch.ssh_telnet-1.1.16-win_amd64._vdpx,2.7.8,3.9,1.38
honeywell.experion_pks,1.1.9,linux_x86_64,honeywell.experion_pks-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
honeywell.experion_pks,1.1.9,win_amd64,honeywell.experion_pks-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
honeywell.iq4,1.1.3,linux_x86_64,honeywell.iq4-1.1.3-linux_x86_64._vdpx,2.7.5,3.9,1.38
honeywell.iq4,1.1.3,win_amd64,honeywell.iq4-1.1.3-win_amd64._vdpx,2.7.5,3.9,1.38
honeywell.mercury,1.1.11,linux_x86_64,honeywell.mercury-1.1.11-linux_x86_64._vdpx,2.7.5,3.9,1.38
honeywell.mercury,1.1.11,win_amd64,honeywell.mercury-1.1.11-win_amd64._vdpx,2.7.5,3.9,1.38
hp.ilo,1.1.10,linux_x86_64,hp.ilo-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
hp.ilo,1.1.10,win_amd64,hp.ilo-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
hp.procurve,1.1.9,win_amd64,hp.procurve-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
hp.procurve,1.1.9,linux_x86_64,hp.procurve-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
ict_power.ict_180s,1.1.10,win_amd64,ict_power.ict_180s-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
ict_power.ict_180s,1.1.10,linux_x86_64,ict_power.ict_180s-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
igrid.igw_irtu,1.1.11,linux_x86_64,igrid.igw_irtu-1.1.11-linux_x86_64._vdpx,2.7.5,3.9,1.38
igrid.igw_irtu,1.1.11,win_amd64,igrid.igw_irtu-1.1.11-win_amd64._vdpx,2.7.5,3.9,1.38
juniper_networks.junos,1.1.11,win_amd64,juniper_networks.junos-1.1.11-win_amd64._vdpx,2.7.5,3.9,1.38
juniper_networks.junos,1.1.11,linux_x86_64,juniper_networks.junos-1.1.11-linux_x86_64._vdpx,2.7.5,3.9,1.38
kk_wind_solutions.m_system_mk1,1.1.6,win_amd64,kk_wind_solutions.m_system_mk1-1.1.6-win_amd64._vdpx,2.7.5,3.9,1.38
kk_wind_solutions.m_system_mk1,1.1.6,linux_x86_64,kk_wind_solutions.m_system_mk1-1.1.6-linux_x86_64._vdpx,2.7.5,3.9,1.38
koyo.dl205,1.1.9,win_amd64,koyo.dl205-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
koyo.dl205,1.1.9,linux_x86_64,koyo.dl205-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
lantronix.device_installer,1.1.13,win_amd64,lantronix.device_installer-1.1.13-win_amd64._vdpx,2.7.5,3.9,1.38
lantronix.device_installer,1.1.13,linux_x86_64,lantronix.device_installer-1.1.13-linux_x86_64._vdpx,2.7.5,3.9,1.38
lantronix.eds,1.1.11,linux_x86_64,lantronix.eds-1.1.11-linux_x86_64._vdpx,2.7.5,3.9,1.38
lantronix.eds,1.1.11,win_amd64,lantronix.eds-1.1.11-win_amd64._vdpx,2.7.5,3.9,1.38
lantronix.managed_switches,1.1.2,linux_x86_64,lantronix.managed_switches-1.1.2-linux_x86_64._vdpx,2.7.5,3.9,1.38
lantronix.managed_switches,1.1.2,win_amd64,lantronix.managed_switches-1.1.2-win_amd64._vdpx,2.7.5,3.9,1.38
lantronix.mss,1.1.9,linux_x86_64,lantronix.mss-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
lantronix.mss,1.1.9,win_amd64,lantronix.mss-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
lantronix.sdstx,1.1.10,win_amd64,lantronix.sdstx-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
lantronix.sdstx,1.1.10,linux_x86_64,lantronix.sdstx-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
lantronix.slc8000,1.1.4,win_amd64,lantronix.slc8000-1.1.4-win_amd64._vdpx,2.7.5,3.9,1.38
lantronix.slc8000,1.1.4,linux_x86_64,lantronix.slc8000-1.1.4-linux_x86_64._vdpx,2.7.5,3.9,1.38
lantronix.slp,1.1.8,linux_x86_64,lantronix.slp-1.1.8-linux_x86_64._vdpx,2.7.5,3.9,1.38
lantronix.slp,1.1.8,win_amd64,lantronix.slp-1.1.8-win_amd64._vdpx,2.7.5,3.9,1.38
lantronix.uds,1.1.10,linux_x86_64,lantronix.uds-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
lantronix.uds,1.1.10,win_amd64,lantronix.uds-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
lantronix.xpress,1.1.9,win_amd64,lantronix.xpress-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
lantronix.xpress,1.1.9,linux_x86_64,lantronix.xpress-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
loop.am_3440,1.1.8,win_amd64,loop.am_3440-1.1.8-win_amd64._vdpx,2.7.5,3.9,1.38
loop.am_3440,1.1.8,linux_x86_64,loop.am_3440-1.1.8-linux_x86_64._vdpx,2.7.5,3.9,1.38
meinberg.gps,1.1.9,win_amd64,meinberg.gps-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
meinberg.gps,1.1.9,linux_x86_64,meinberg.gps-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
microsoft.winrm,1.1.1,win_amd64,microsoft.winrm-1.1.1-win_amd64._vdpx,2.7.5,3.9,1.38
microsoft.winrm,1.1.1,linux_x86_64,microsoft.winrm-1.1.1-linux_x86_64._vdpx,2.7.5,3.9,1.38
moxa.dsc,1.1.4,win_amd64,moxa.dsc-1.1.4-win_amd64._vdpx,2.7.5,3.9,1.38
moxa.dsc,1.1.4,linux_x86_64,moxa.dsc-1.1.4-linux_x86_64._vdpx,2.7.5,3.9,1.38
moxa.edr,1.1.9,linux_x86_64,moxa.edr-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
moxa.edr,1.1.9,win_amd64,moxa.edr-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
moxa.eds,1.1.11,win_amd64,moxa.eds-1.1.11-win_amd64._vdpx,2.7.5,3.9,1.38
moxa.eds,1.1.11,linux_x86_64,moxa.eds-1.1.11-linux_x86_64._vdpx,2.7.5,3.9,1.38
moxa.nport,1.1.10,win_amd64,moxa.nport-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
moxa.nport,1.1.10,linux_x86_64,moxa.nport-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
onvif.generic,1.1.10,win_amd64,onvif.generic-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
onvif.generic,1.1.10,linux_x86_64,onvif.generic-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
owl.opds,1.1.8,linux_x86_64,owl.opds-1.1.8-linux_x86_64._vdpx,2.7.5,3.9,1.38
owl.opds,1.1.8,win_amd64,owl.opds-1.1.8-win_amd64._vdpx,2.7.5,3.9,1.38
palo_alto_networks.panos,1.1.11,linux_x86_64,palo_alto_networks.panos-1.1.11-linux_x86_64._vdpx,2.7.5,3.9,1.38
palo_alto_networks.panos,1.1.11,win_amd64,palo_alto_networks.panos-1.1.11-win_amd64._vdpx,2.7.5,3.9,1.38
phoenix_contact.fl,1.1.10,win_amd64,phoenix_contact.fl-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
phoenix_contact.fl,1.1.10,linux_x86_64,phoenix_contact.fl-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
phoenix_contact.lms,1.1.9,win_amd64,phoenix_contact.lms-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
phoenix_contact.lms,1.1.9,linux_x86_64,phoenix_contact.lms-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
phoenix_contact.snmp,1.1.3,linux_x86_64,phoenix_contact.snmp-1.1.3-linux_x86_64._vdpx,2.7.5,3.9,1.38
phoenix_contact.snmp,1.1.3,win_amd64,phoenix_contact.snmp-1.1.3-win_amd64._vdpx,2.7.5,3.9,1.38
poseidon.trident,1.1.9,win_amd64,poseidon.trident-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
poseidon.trident,1.1.9,linux_x86_64,poseidon.trident-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
printers.generic,1.1.14,linux_x86_64,printers.generic-1.1.14-linux_x86_64._vdpx,2.7.5,3.9,1.38
printers.generic,1.1.14,win_amd64,printers.generic-1.1.14-win_amd64._vdpx,2.7.5,3.9,1.38
profinet.generic,1.1.9,win_amd64,profinet.generic-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
profinet.generic,1.1.9,linux_x86_64,profinet.generic-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
pure_storage.flash_array,1.1.6,win_amd64,pure_storage.flash_array-1.1.6-win_amd64._vdpx,2.7.5,3.9,1.38
pure_storage.flash_array,1.1.6,linux_x86_64,pure_storage.flash_array-1.1.6-linux_x86_64._vdpx,2.7.5,3.9,1.38
red_lion.ntron,1.1.9,linux_x86_64,red_lion.ntron-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
red_lion.ntron,1.1.9,win_amd64,red_lion.ntron-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
red_lion.sixnet,1.1.9,win_amd64,red_lion.sixnet-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
red_lion.sixnet,1.1.9,linux_x86_64,red_lion.sixnet-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
schneider.modicon,1.1.17,linux_x86_64,schneider.modicon-1.1.17-linux_x86_64._vdpx,2.7.5,3.9,1.38
schneider.modicon,1.1.17,win_amd64,schneider.modicon-1.1.17-win_amd64._vdpx,2.7.5,3.9,1.38
schneider.powerlogic_ion,1.1.5,linux_x86_64,schneider.powerlogic_ion-1.1.5-linux_x86_64._vdpx,2.7.5,3.9,1.38
schneider.powerlogic_ion,1.1.5,win_amd64,schneider.powerlogic_ion-1.1.5-win_amd64._vdpx,2.7.5,3.9,1.38
schneider.scadapack,1.1.8,linux_x86_64,schneider.scadapack-1.1.8-linux_x86_64._vdpx,2.7.5,3.9,1.38
schneider.scadapack,1.1.8,win_amd64,schneider.scadapack-1.1.8-win_amd64._vdpx,2.7.5,3.9,1.38
schneider.sepam,1.1.3,linux_x86_64,schneider.sepam-1.1.3-linux_x86_64._vdpx,2.7.5,3.9,1.38
schneider.sepam,1.1.3,win_amd64,schneider.sepam-1.1.3-win_amd64._vdpx,2.7.5,3.9,1.38
schneider.triconex,1.1.10,win_amd64,schneider.triconex-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
schneider.triconex,1.1.10,linux_x86_64,schneider.triconex-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
sel.generic,1.1.18,linux_x86_64,sel.generic-1.1.18-linux_x86_64._vdpx,2.7.5,3.9,1.38
sel.generic,1.1.18,win_amd64,sel.generic-1.1.18-win_amd64._vdpx,2.7.5,3.9,1.38
sel.satellite_clock,1.1.10,win_amd64,sel.satellite_clock-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
sel.satellite_clock,1.1.10,linux_x86_64,sel.satellite_clock-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
siemens.cs3000,1.1.9,linux_x86_64,siemens.cs3000-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
siemens.cs3000,1.1.9,win_amd64,siemens.cs3000-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
siemens.hmi,1.1.6,linux_x86_64,siemens.hmi-1.1.6-linux_x86_64._vdpx,2.7.5,3.9,1.38
siemens.hmi,1.1.6,win_amd64,siemens.hmi-1.1.6-win_amd64._vdpx,2.7.5,3.9,1.38
siemens.ruggedcom,1.1.15,linux_x86_64,siemens.ruggedcom-1.1.15-linux_x86_64._vdpx,2.7.5,3.9,1.38
siemens.ruggedcom,1.1.15,win_amd64,siemens.ruggedcom-1.1.15-win_amd64._vdpx,2.7.5,3.9,1.38
siemens.s7,1.2.5,win_amd64,siemens.s7-1.2.5-win_amd64._vdpx,2.7.5,3.9,1.38
siemens.s7,1.2.5,linux_x86_64,siemens.s7-1.2.5-linux_x86_64._vdpx,2.7.5,3.9,1.38
siemens.scalance,1.1.12,win_amd64,siemens.scalance-1.1.12-win_amd64._vdpx,2.7.5,3.9,1.38
siemens.scalance,1.1.12,linux_x86_64,siemens.scalance-1.1.12-linux_x86_64._vdpx,2.7.5,3.9,1.38
siemens.scalance_snmp,1.1.2,linux_x86_64,siemens.scalance_snmp-1.1.2-linux_x86_64._vdpx,2.7.5,3.9,1.38
siemens.scalance_snmp,1.1.2,win_amd64,siemens.scalance_snmp-1.1.2-win_amd64._vdpx,2.7.5,3.9,1.38
sierra_wireless.airlink,1.1.10,linux_x86_64,sierra_wireless.airlink-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
sierra_wireless.airlink,1.1.10,win_amd64,sierra_wireless.airlink-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
snmp.generic,1.1.13,win_amd64,snmp.generic-1.1.13-win_amd64._vdpx,2.7.5,3.9,1.38
snmp.generic,1.1.13,linux_x86_64,snmp.generic-1.1.13-linux_x86_64._vdpx,2.7.5,3.9,1.38
sunspec.power_meters,1.1.4,linux_x86_64,sunspec.power_meters-1.1.4-linux_x86_64._vdpx,2.7.5,3.9,1.38
sunspec.power_meters,1.1.4,win_amd64,sunspec.power_meters-1.1.4-win_amd64._vdpx,2.7.5,3.9,1.38
supermicro.motherboard,1.1.7,win_amd64,supermicro.motherboard-1.1.7-win_amd64._vdpx,2.7.5,3.9,1.38
supermicro.motherboard,1.1.7,linux_x86_64,supermicro.motherboard-1.1.7-linux_x86_64._vdpx,2.7.5,3.9,1.38
synology.nas,1.1.1,linux_x86_64,synology.nas-1.1.1-linux_x86_64._vdpx,2.7.5,3.9,1.38
synology.nas,1.1.1,win_amd64,synology.nas-1.1.1-win_amd64._vdpx,2.7.5,3.9,1.38
tait.tb_8100,1.1.9,win_amd64,tait.tb_8100-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
tait.tb_8100,1.1.9,linux_x86_64,tait.tb_8100-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
thermo_fisher.flow_computers,1.1.1,linux_x86_64,thermo_fisher.flow_computers-1.1.1-linux_x86_64._vdpx,2.7.5,3.9,1.38
thermo_fisher.flow_computers,1.1.1,win_amd64,thermo_fisher.flow_computers-1.1.1-win_amd64._vdpx,2.7.5,3.9,1.38
timemachines.gps_time_servers,1.1.8,linux_x86_64,timemachines.gps_time_servers-1.1.8-linux_x86_64._vdpx,2.7.5,3.9,1.38
timemachines.gps_time_servers,1.1.8,win_amd64,timemachines.gps_time_servers-1.1.8-win_amd64._vdpx,2.7.5,3.9,1.38
toptech.multiload,1.1.2,win_amd64,toptech.multiload-1.1.2-win_amd64._vdpx,2.7.5,3.9,1.38
toptech.multiload,1.1.2,linux_x86_64,toptech.multiload-1.1.2-linux_x86_64._vdpx,2.7.5,3.9,1.38
trendnet.industrial_switch,1.1.3,win_amd64,trendnet.industrial_switch-1.1.3-win_amd64._vdpx,2.7.5,3.9,1.38
trendnet.industrial_switch,1.1.3,linux_x86_64,trendnet.industrial_switch-1.1.3-linux_x86_64._vdpx,2.7.5,3.9,1.38
ubiquiti.airos,1.1.2,linux_x86_64,ubiquiti.airos-1.1.2-linux_x86_64._vdpx,2.7.5,3.9,1.38
ubiquiti.airos,1.1.2,win_amd64,ubiquiti.airos-1.1.2-win_amd64._vdpx,2.7.5,3.9,1.38
ubiquiti.edgeos,1.1.9,linux_x86_64,ubiquiti.edgeos-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
ubiquiti.edgeos,1.1.9,win_amd64,ubiquiti.edgeos-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
ubiquiti.unifi,1.1.13,win_amd64,ubiquiti.unifi-1.1.13-win_amd64._vdpx,2.7.5,3.9,1.38
ubiquiti.unifi,1.1.13,linux_x86_64,ubiquiti.unifi-1.1.13-linux_x86_64._vdpx,2.7.5,3.9,1.38
vmware.esxi,1.1.12,win_amd64,vmware.esxi-1.1.12-win_amd64._vdpx,2.7.5,3.9,1.38
vmware.esxi,1.1.12,linux_x86_64,vmware.esxi-1.1.12-linux_x86_64._vdpx,2.7.5,3.9,1.38
vmware.vcenter,1.1.10,win_amd64,vmware.vcenter-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
vmware.vcenter,1.1.10,linux_x86_64,vmware.vcenter-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
weidmuller.ie_cs,1.1.9,win_amd64,weidmuller.ie_cs-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
weidmuller.ie_cs,1.1.9,linux_x86_64,weidmuller.ie_cs-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
woodward.micronet,1.1.10,linux_x86_64,woodward.micronet-1.1.10-linux_x86_64._vdpx,2.7.5,3.9,1.38
woodward.micronet,1.1.10,win_amd64,woodward.micronet-1.1.10-win_amd64._vdpx,2.7.5,3.9,1.38
zebra.printers,1.1.9,win_amd64,zebra.printers-1.1.9-win_amd64._vdpx,2.7.5,3.9,1.38
zebra.printers,1.1.9,linux_x86_64,zebra.printers-1.1.9-linux_x86_64._vdpx,2.7.5,3.9,1.38
